Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Comments,Description of 0,Description of 1,Description of 2,Description of 3,Description of 4,Description of 5,Description of 6,Description of 7,Description of 8,Description of 9,Title of 0,Title of 1,Title of 2,Title of 3,Title of 4,Title of 5,Title of 6,Title of 7,Title of 8,Title of 9,Composer of 0,Composer of 1,Composer of 2,Composer of 3,Composer of 4,Composer of 5,Composer of 6,Composer of 7,Composer of 8,Composer of 9,Artist of 0,Artist of 1,Artist of 2,Artist of 3,Artist of 4,Artist of 5,Artist of 6,Artist of 7,Artist of 8,Artist of 9,Channel of 0,Channel of 1,Channel of 2,Channel of 3,Channel of 4,Channel of 5,Channel of 6,Channel of 7,Channel of 8,Channel of 9,Album of 0,Album of 1,Album of 2,Album of 3,Album of 4,Album of 5,Album of 6,Album of 7,Album of 8,Album of 9,Track of 0,Track of 1,Track of 2,Track of 3,Track of 4,Track of 5,Track of 6,Track of 7,Track of 8,Track of 9,Key of 0,Key of 1,Key of 2,Key of 3,Key of 4,Key of 5,Key of 6,Key of 7,Key of 8,Key of 9,Key of 10
7.0,0.7429654800558846,-8.330196309704155,0.09653339845594318,0.2106314935377558,0.0033544517449378,0.0006698523400976,0.6584622097728947,115.39276229166498,273591.5191571192,-144598186.72463036,-806357.9493189607,-78959993.31125134,1.0,5.298489425981874,6.620500305064064,7.02403846153846,7.095522388059702,7.079926784624769,7.336075205640422,7.3927801724137945,7.2732749178532305,7.955913978494625,7.571342200725511,0.36435045317220544,0.42525930445393534,0.46033653846153844,0.4865671641791045,0.40878584502745574,0.6692126909518213,0.6400862068965517,0.721248630887185,0.7870967741935484,0.6674727932285368,0.0755287009063444,0.09823062843197071,0.12980769230769232,0.13791044776119402,0.12873703477730322,0.13572267920094008,0.1411637931034483,0.14129244249726178,0.12258064516129032,0.11124546553808948,0.09425981873111783,0.06955460646735814,0.0546875,0.04298507462686567,0.034167175106772425,0.028789659224441832,0.029633620689655173,0.02190580503833516,0.01989247311827957,0.013301088270858524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.2343497763270138,-16.602689884379032,0.0225312287174222,0.8172391766469237,0.035916737408652,0.004421008526026719,0.4839220983760497,79.05989051051287,234840.72246809443,2004328.1852091164,-3266.065475296593,75644271.13245168,1064.0,3.291842900302115,4.0323367907260526,4.397836538461538,4.46089552238806,4.592434411226357,4.94770857814336,4.9407327586206895,4.916210295728368,5.192473118279571,5.190447400241836,0.14441087613293052,0.1842586943258084,0.18329326923076922,0.1755223880597015,0.0,0.16745005875440658,0.17672413793103448,0.15991237677984665,0.16075268817204302,0.1795646916565901,0.03202416918429003,0.0652837095790116,0.0967548076923077,0.11940298507462686,0.12385600976205004,0.1509988249118684,0.17726293103448276,0.19879518072289157,0.23333333333333334,0.2593712212817412,0.01933534743202417,0.018303843807199512,0.01622596153846154,0.0191044776119403,0.026235509456985967,0.01645123384253819,0.023706896551724137,0.019715224534501644,0.024731182795698924,0.03385731559854897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002190580503833516,0.005376344086021506,0.003022974607013301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.0,0.0004024459552928,-10.448101859384296,0.2384408812871619,0.0969126771321841,0.0021936885400182,0.0110418026162217,0.4731081083087898,101.40942505054129,95196.77070849326,-156017616.96643287,-560587.331483214,16775057.278332489,3619.0,0.9444108761329306,0.9023794996949359,1.0552884615384617,1.0686567164179106,0.8114704087858451,0.8108108108108107,0.7704741379310346,0.835158817086528,0.9381720430107527,1.0241837968561063,0.14441087613293052,0.1842586943258084,0.18329326923076922,0.1755223880597015,0.0,0.16745005875440658,0.17672413793103448,0.15991237677984665,0.16075268817204302,0.1795646916565901,0.0036253776435045317,0.008541793776693106,0.0234375,0.037014925373134326,0.043319097010372176,0.05934195064629847,0.07058189655172414,0.09529025191675794,0.16075268817204302,0.20133010882708585,0.008459214501510574,0.010372178157413058,0.0078125,0.011343283582089553,0.017693715680292862,0.017038777908343124,0.016163793103448277,0.01642935377875137,0.026881720430107527,0.03385731559854897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016129032258064516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.29108219681858544,-24.846597425465127,0.3721293902605114,0.1659203178501983,0.9024253743624971,7.732985119809167e-05,0.1027272228376351,69.5746952518063,272933.9256823762,1287007.2315751133,70714.48462481555,78026145.43081892,4.0,6.818126888217523,8.273337400854178,8.818509615384611,8.994626865671641,8.87980475899939,9.348413631022323,9.338900862068964,9.11555312157722,9.508602150537635,9.333131801692865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008459214501510574,0.01647345942647956,0.013822115384615384,0.016119402985074627,0.021964612568639415,0.01410105757931845,0.018318965517241378,0.016976998904709748,0.020967741935483872,0.022370012091898428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.1514819678086948,-5.165245311535166,0.092637826477895,0.0005718173966682,0.1978055662054582,0.0028015418865518,0.6584100921812651,150.23091781406575,249039.3098260157,164849253.6897282,357589.7699023336,15256885.994040549,5603.0,2.2259818731117824,2.7303233679072596,3.0114182692307696,3.3916417910447767,3.14399023794997,3.5505287896592237,3.500538793103448,3.763964950711939,4.472043010752689,3.8851269649334945,0.14441087613293052,0.34533251982916413,0.5270432692307692,0.3444776119402985,0.16656497864551556,0.43772032902467684,0.6120689655172413,0.8428258488499452,0.8494623655913979,0.6771463119709794,0.0755287009063444,0.09823062843197071,0.12980769230769232,0.13791044776119402,0.12873703477730322,0.13572267920094008,0.1411637931034483,0.14129244249726178,0.12258064516129032,0.11124546553808948,0.006042296072507553,0.008541793776693106,0.01141826923076923,0.007761194029850746,0.007321537522879805,0.010575793184488837,0.013469827586206896,0.013143483023001095,0.013440860215053764,0.008464328899637243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002416918429003021,0.0,0.002403846153846154,0.0023880597014925373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,0.0079057504665312,-3.9841809128562815,0.1346306835596319,0.2016427030185161,0.0019202324342941,0.0177917508842675,0.401779289568,130.64813741274824,231409.30889815727,80951352.80298625,1325153.5725539585,292443942.019158,0.0,4.47190332326284,5.631482611348383,5.941105769230768,6.1982089552238815,6.1073825503355685,6.499412455934195,6.467133620689657,6.556955093099672,7.411827956989248,6.870012091898425,0.0,0.1610738255033557,0.171875,0.0,0.0,0.0,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.4809667673716012,0.31970713849908483,0.23197115384615385,0.1808955223880597,0.18852959121415497,0.11750881316098707,0.10183189655172414,0.08378970427163199,0.05053763440860215,0.03325272067714631,0.024773413897280966,0.03172666259914582,0.03245192307692308,0.029253731343283584,0.03050640634533252,0.022326674500587545,0.028017241379310345,0.019167579408543262,0.031720430107526884,0.024788391777509067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.4367695845578159,-5.793869333595612,0.08039621773632773,0.21664755131742744,0.0389231680517999,0.0592449728969627,0.667542913492289,97.37544630978807,-172583.11904906636,7536885.580271566,58574.64489636472,48853308.473658495,606.0,4.404833836858006,5.319707138499085,5.890625,5.927164179104477,6.066503965832824,5.941245593419506,6.120689655172415,5.961664841182914,6.280107526881721,6.12091898428053,0.35045317220543803,0.42708968883465526,0.3996394230769231,0.37970149253731345,0.23672971323978034,0.3507638072855464,0.3636853448275862,0.41456736035049285,0.38548387096774195,0.34461910519951633,0.4809667673716012,0.31970713849908483,0.23197115384615385,0.1808955223880597,0.18852959121415497,0.11750881316098707,0.10183189655172414,0.08378970427163199,0.05053763440860215,0.03325272067714631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003022974607013301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.1,0.1,0.0,0.1,0.1
4.0,0.1220865014137372,-15.780095240216417,0.0397944778621364,0.1352780303958128,0.4953553730690819,5.533569644041657e-06,0.4745842759543801,145.71884092394777,370963.7068638936,25418.079696980305,50412.825271268695,-4746503.164471999,756.0,0.9776435045317221,1.0829774252593045,1.0919471153846154,0.9379104477611941,1.1757169005491153,1.0681551116333725,1.2106681034482758,1.0328587075575029,0.9838709677419355,1.030229746070133,0.0,0.1610738255033557,0.171875,0.0,0.0,0.0,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.0755287009063444,0.09823062843197071,0.12980769230769232,0.13791044776119402,0.12873703477730322,0.13572267920094008,0.1411637931034483,0.14129244249726178,0.12258064516129032,0.11124546553808948,0.018731117824773415,0.021964612568639415,0.020432692307692308,0.013134328358208954,0.012202562538133009,0.011163337250293772,0.007543103448275862,0.006024096385542169,0.00913978494623656,0.006045949214026602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002688172043010753,0.0,0.0,0.0,0.0018028846153846155,0.001791044776119403,0.0,0.0,0.0026939655172413795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.37795024215899037,-5.060464418252329,0.0709796317541654,0.298059011778974,0.050144203007021826,0.031032222411386555,0.532786349740796,152.8317719162299,234906.98917400464,-126085918.61464708,-982019.0142579396,83740685.19358845,35350.2,0.0,0.1610738255033557,0.171875,0.14626865671641792,0.13117754728492984,0.13337250293772032,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.0,0.1610738255033557,0.171875,0.0,0.0,0.0,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.0755287009063444,0.09823062843197071,0.12980769230769232,0.13791044776119402,0.12873703477730322,0.13572267920094008,0.1411637931034483,0.14129244249726178,0.12258064516129032,0.11124546553808948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006024096385542169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.3176797242593622,-13.68254265458085,0.0556592426104668,0.19486666116312376,0.5111425517291023,0.0001738533799358,0.2807110100224307,86.70859029296001,270480.90106859285,6545534.9000944365,21747.87939969462,29004571.36619645,14.0,0.0,0.1610738255033557,0.171875,0.14626865671641792,0.13117754728492984,0.13337250293772032,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.6380664652567976,0.6607687614399024,0.6622596153846154,0.8011940298507463,0.6034167175106773,0.7426556991774383,0.7413793103448276,0.5958378970427163,0.7043010752688172,0.6626360338573156,0.02175226586102719,0.05064063453325198,0.057692307692307696,0.07522388059701493,0.0726052471018914,0.0846063454759107,0.06950431034482758,0.09036144578313253,0.07311827956989247,0.07194679564691657,0.0283987915407855,0.02867602196461257,0.019230769230769232,0.022686567164179106,0.025015253203172667,0.03172737955346651,0.037176724137931036,0.035596933187294635,0.035483870967741936,0.036275695284159616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.23112256860675431,-4.657753631375712,0.0100031193359597,0.0377560394332073,0.4797570887689361,0.0835478636287717,0.6796182175917349,137.3570106539925,233288.5664314797,2534951.95512667,23143.50942806729,33526142.416405536,8961.0,0.8253776435045318,0.9188529591214155,1.0811298076923077,1.1797014925373135,0.9664429530201343,1.2732079905992948,1.168103448275862,1.2026286966046003,1.7069892473118278,1.4993954050785976,0.0,0.1610738255033557,0.171875,0.0,0.0,0.0,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.0755287009063444,0.09823062843197071,0.12980769230769232,0.13791044776119402,0.12873703477730322,0.13572267920094008,0.1411637931034483,0.14129244249726178,0.12258064516129032,0.11124546553808948,0.024773413897280966,0.03172666259914582,0.03245192307692308,0.029253731343283584,0.03050640634533252,0.022326674500587545,0.028017241379310345,0.019167579408543262,0.031720430107526884,0.024788391777509067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.643207494434392e-06,-5.4193178660900845,0.168573117335572,0.0005565021150952,0.0025189462648026,0.0070105935293853896,0.558439442869346,125.03744210729676,254022.94280412653,174474608.4986152,2089159.9382965616,201934026.4380648,32428.0,0.0,0.1610738255033557,0.171875,0.14626865671641792,0.13117754728492984,0.13337250293772032,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.0,0.1610738255033557,0.171875,0.0,0.0,0.0,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.0036253776435045317,0.008541793776693106,0.0234375,0.037014925373134326,0.043319097010372176,0.05934195064629847,0.07058189655172414,0.09529025191675794,0.16075268817204302,0.20133010882708585,0.01027190332326284,0.008541793776693106,0.009014423076923076,0.008955223880597015,0.012812690665039659,0.007050528789659225,0.00646551724137931,0.0,0.007526881720430108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5.0,0.7856173787300977,-6.526513815626313,0.1129142279071007,0.0082058877411099,0.0007393644008719,0.01708739899510906,0.41337936304587064,132.38137781344142,210466.67709456623,223208977.9076243,611471.8235243039,49489943.00288476,64.0,7.320241691842901,8.511287370347771,8.986778846153843,9.644179104477614,9.53874313605857,10.160399529964744,10.128771551724142,9.848302300109529,10.808602150537633,10.370012091898431,0.14441087613293052,0.1842586943258084,0.18329326923076922,0.1755223880597015,0.0,0.16745005875440658,0.17672413793103448,0.15991237677984665,0.16075268817204302,0.1795646916565901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006042296072507553,0.0,0.0078125,0.007164179104477612,0.011592434411226357,0.011750881316098707,0.009698275862068966,0.01642935377875137,0.014516129032258065,0.013301088270858524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.3675713332525162,-2.799253816454259,0.1390429197835244,0.0009971963456879,0.0611372491320435,0.018239224042536,0.676796940646742,93.63405735639247,185253.52682411709,-763049811.949703,-5501562.799455579,-71402491.03222144,90005.0,0.6283987915407855,0.5295912141549726,0.6790865384615384,0.7408955223880597,0.6863941427699818,0.763219741480611,0.8383620689655172,0.721248630887185,1.0069892473118278,0.8917775090689237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283987915407855,0.02867602196461257,0.019230769230769232,0.022686567164179106,0.025015253203172667,0.03172737955346651,0.037176724137931036,0.035596933187294635,0.035483870967741936,0.036275695284159616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002150537634408602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.0,0.5056860678486025,-4.462340331716128,0.1817535361983964,0.0373943845745649,0.0024582943177678,0.002408302729592,0.3698162504764591,88.91276149501799,308253.55467629945,131502395.48209251,960887.5633035843,100298839.4119792,37110.0,0.0,0.1610738255033557,0.171875,0.14626865671641792,0.13117754728492984,0.13337250293772032,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.0,0.1610738255033557,0.171875,0.0,0.0,0.0,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.0755287009063444,0.09823062843197071,0.12980769230769232,0.13791044776119402,0.12873703477730322,0.13572267920094008,0.1411637931034483,0.14129244249726178,0.12258064516129032,0.11124546553808948,0.02175226586102719,0.02989627821842587,0.029447115384615384,0.029253731343283584,0.023794996949359364,0.028789659224441832,0.03502155172413793,0.03450164293537788,0.030107526881720432,0.03325272067714631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003022974607013301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018137847642079807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.113765929634364,-15.761039360518094,0.1371636870946196,0.6385734542971074,0.4991344934383785,0.1695734350016179,0.6607488771276522,98.1292849561094,64331.02656429928,-8543461.782512978,-54774.9407323108,-17232178.45678184,11095.0,1.8193353474320242,2.100671140939597,2.3197115384615383,2.288955223880597,2.2599145820622337,2.5799059929494708,2.4466594827586206,2.3784227820372394,2.517741935483871,2.6753325272067716,0.14441087613293052,0.1842586943258084,0.18329326923076922,0.1755223880597015,0.0,0.16745005875440658,0.17672413793103448,0.15991237677984665,0.16075268817204302,0.1795646916565901,0.02175226586102719,0.05064063453325198,0.057692307692307696,0.07522388059701493,0.0726052471018914,0.0846063454759107,0.06950431034482758,0.09036144578313253,0.07311827956989247,0.07194679564691657,0.018731117824773415,0.021964612568639415,0.020432692307692308,0.013134328358208954,0.012202562538133009,0.011163337250293772,0.007543103448275862,0.006024096385542169,0.00913978494623656,0.006045949214026602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.3479993796968985,-8.89859592833151,0.209340308727296,0.038150192498932,0.0043218153856944,0.000493269842744,0.5774770932964337,127.41657736669912,294754.51160457067,74586730.50541547,-1965276.9571965225,-233529828.1378254,19.0,0.14441087613293052,0.1842586943258084,0.18329326923076922,0.1755223880597015,0.15680292861500916,0.16745005875440658,0.17672413793103448,0.15991237677984665,0.16075268817204302,0.1795646916565901,0.0,0.1610738255033557,0.171875,0.0,0.0,0.0,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.03202416918429003,0.0652837095790116,0.0967548076923077,0.11940298507462686,0.12385600976205004,0.1509988249118684,0.17726293103448276,0.19879518072289157,0.23333333333333334,0.2593712212817412,0.008459214501510574,0.010372178157413058,0.0078125,0.011343283582089553,0.017693715680292862,0.017038777908343124,0.016163793103448277,0.01642935377875137,0.026881720430107527,0.03385731559854897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0141443308728723,-5.019462183911031,0.0073392285441468,0.0598442365016203,0.17950230920710758,0.0234310269190241,0.1573719490955497,104.61513623153466,338758.54820797365,317037827.2413456,2506612.929141404,224001707.3578024,34836.0,4.533534743202417,5.579011592434412,6.035456730769231,6.26268656716418,6.575350823672971,6.803760282021151,6.9175646551724155,6.581599123767798,7.1930107526881715,6.659613059250301,0.14441087613293052,0.1842586943258084,0.18329326923076922,0.1755223880597015,0.0,0.16745005875440658,0.17672413793103448,0.3209200438116101,0.16075268817204302,0.1795646916565901,0.1323262839879154,0.15436241610738255,0.13521634615384615,0.13373134328358208,0.11836485661989017,0.10752056404230317,0.11422413793103449,0.08050383351588171,0.07204301075268817,0.0501813784764208,0.014501510574018127,0.020744356314826115,0.02283653846153846,0.019701492537313434,0.025625381330079317,0.02408930669800235,0.02693965517241379,0.0208105147864184,0.01935483870967742,0.016928657799274487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0718664717483478,-13.962983387654196,0.1646866268326959,0.1585766966117657,0.0224639926310158,0.0059887003652915,0.4292870795835181,135.66350425078207,379608.1111989298,2707171.5256439345,39656.11268710148,10981318.358182762,8.0,5.265861027190332,7.018303843807199,7.460937499999999,7.101492537313432,7.335570469798656,7.673913043478262,7.556573275862069,7.255202628696606,7.381720430107527,7.399032648125756,0.0,0.1610738255033557,0.171875,0.0,0.0,0.0,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.1323262839879154,0.15436241610738255,0.13521634615384615,0.13373134328358208,0.11836485661989017,0.10752056404230317,0.11422413793103449,0.08050383351588171,0.07204301075268817,0.0501813784764208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018126888217522659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017626321974148062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0015517405654341,-9.600459981672456,0.1014847872145575,0.0283140844922076,0.18769967719743336,0.0155120695660923,0.4731101460778563,144.74691858159332,270592.0615945447,-52227438.85150892,141393.58840800275,-113657015.2439192,0.0,1.2151057401812688,1.62294081757169,1.7896634615384617,2.0489552238805975,1.89261744966443,2.125734430082256,2.2672413793103448,2.2929901423877324,2.7392473118279566,2.407496977025393,0.0,0.1610738255033557,0.171875,0.0,0.0,0.0,0.1939655172413793,0.21358159912376778,0.3209677419354839,0.19830713422007254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022960725075528703,0.023794996949359364,0.025841346153846152,0.019701492537313434,0.023794996949359364,0.027614571092831962,0.018857758620689655,0.02135815991237678,0.01935483870967742,0.020556227327690448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9.0,0.0015719624878482,-4.881643574635169,0.0173504997011454,0.1047586287186767,0.003873251558198,0.0028296873140328,0.7108027753118621,79.06616766835805,273591.5191571192,-178227322.94972152,-434702.5088478046,-44697041.28950539,2520.0,5.545015105740182,6.924344112263575,7.21514423076923,7.191641791044778,7.144600366076876,7.118683901292596,7.480064655172415,7.257940854326399,7.782258064516132,7.350665054413541,0.14441087613293052,0.1842586943258084,0.18329326923076922,0.1755223880597015,0.0,0.16745005875440658,0.17672413793103448,0.15991237677984665,0.16075268817204302,0.1795646916565901,0.0036253776435045317,0.008541793776693106,0.0234375,0.037014925373134326,0.043319097010372176,0.05934195064629847,0.07058189655172414,0.09529025191675794,0.16075268817204302,0.20133010882708585,0.029003021148036254,0.034167175106772425,0.031850961538461536,0.03582089552238806,0.042098840756558877,0.04935370152761457,0.06088362068965517,0.061883899233296825,0.047311827956989246,0.047762998790810154,0.0,0.0,0.002403846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016129032258064516,0.0018137847642079807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.3178072794370367,-3.7280067368290433,0.1761488813043626,4.084354733113977e-06,0.0001105590239635,0.0330057768453923,0.2831543577755701,148.4508832252335,159309.03942625245,-132647835.30558395,-1031141.523747382,222770938.5045353,2957.0,6.465861027190333,9.044539353264181,9.01262019230769,9.46686567164179,9.127516778523487,9.198589894242065,9.474137931034482,9.670317634173056,10.28225806451613,9.184401451027812,0.36435045317220544,0.42525930445393534,0.46033653846153844,0.4865671641791045,0.40878584502745574,0.6692126909518213,0.6400862068965517,0.721248630887185,0.7870967741935484,0.6674727932285368,0.1323262839879154,0.15436241610738255,0.13521634615384615,0.13373134328358208,0.11836485661989017,0.10752056404230317,0.11422413793103449,0.08050383351588171,0.07204301075268817,0.0501813784764208,0.014501510574018127,0.009151921903599756,0.012620192307692308,0.015522388059701492,0.01647345942647956,0.014688601645123384,0.012392241379310345,0.008214676889375685,0.011827956989247311,0.006650544135429262,0.0,0.0,0.002403846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
